registration_number,brand,model,year,mileage,fuel_type,transmission,engine_cc,owner_type,price
DL 70 MS 1675,BMW,7 Series,2024,21800.0,Petrol,Automatic,2497.0,Second,29000.0
HR 41 WY 5576,Tesla,Model S,2025,20466.0,Electric,Manual,0.0,Second,32700.0
KL 33 JH 7669,Tesla,Model Y,2013,235287.0,Electric,Manual,0.0,Fourth & Above,3800.0
AP 02 EK 3966,Toyota,Corolla,2017,142534.0,Diesel,Manual,1197.0,Third,3800.0
KL 24 MT 1370,BMW,7 Series,2018,125993.0,Petrol,Automatic,3982.0,Third,10500.0
WB 60 TJ 1394,BMW,5 Series,2023,45659.0,Petrol,Manual,3982.0,Second,25900.0
KA 14 SV 2809,Volkswagen,Jetta,2018,144150.0,Hybrid,Automatic,1598.0,First,3400.0
GJ 55 ZQ 7902,Hyundai,i20,2012,138621.0,Electric,Automatic,0.0,Fourth & Above,2500.0
GJ 96 HO 2451,Ford,Explorer,2024,24822.0,Petrol,Automatic,1598.0,Third,18500.0
TN 52 SX 9668,Audi,A4,2011,197083.0,CNG,Manual,3982.0,First,2500.0
TN 65 FD 4670,BMW,X5,2014,200174.0,Diesel,Automatic,3982.0,Third,3700.0
KL 88 XE 1238,Audi,Q7,2020,66209.0,Petrol,Manual,2497.0,First,14500.0
AP 32 ZJ 7607,Hyundai,Tucson,2010,272629.0,Petrol,Manual,999.0,First,2500.0
TN 03 SC 7299,Mahindra,XUV700,2013,184597.0,CNG,Manual,3198.0,First,2500.0
GJ 94 KJ 9901,Audi,A6,2017,87475.0,Electric,Automatic,0.0,First,9500.0
UP 66 IV 4590,Honda,Amaze,2023,40432.0,Diesel,Manual,999.0,First,12300.0
KA 41 CV 7051,BMW,X5,2013,223633.0,Diesel,Automatic,1998.0,First,3500.0
HR 86 AC 6947,Tesla,Model Y,2020,82111.0,Electric,Manual,0.0,First,13800.0
UP 77 IJ 5478,BMW,X3,2017,99640.0,Electric,Automatic,0.0,Fourth & Above,11000.0
MH 91 YR 2500,Tata,Altroz,2024,20180.0,Petrol,Manual,1999.0,Third,15400.0
MH 51 EB 9697,Tesla,Model S,2014,210088.0,Electric,Automatic,0.0,Third,4400.0
DL 53 JF 4641,Hyundai,i20,2012,185318.0,Diesel,Automatic,1497.0,Second,2500.0
KA 71 DV 7859,Hyundai,Creta,2010,130696.0,CNG,Manual,1799.0,Second,2500.0
UP 23 HB 5333,Honda,Accord,2020,69828.0,Electric,Manual,0.0,First,5700.0
MH 26 ES 7999,Tata,Altroz,2010,138116.0,Diesel,Manual,999.0,Fourth & Above,2500.0
AP 97 KH 5236,Honda,CR-V,2012,133132.0,Hybrid,Automatic,1598.0,First,2500.0
WB 39 MA 2754,Mercedes,GLE,2011,267818.0,Diesel,Manual,3982.0,Fourth & Above,3200.0
TS 72 NC 9047,Audi,A4,2020,64659.0,Diesel,Automatic,2497.0,Fourth & Above,14900.0
AP 58 AQ 7422,Tata,Tiago,2015,108221.0,Petrol,Manual,1999.0,Fourth & Above,3600.0
UP 57 NR 8241,Tata,Altroz,2021,90726.0,Diesel,Manual,999.0,Third,8400.0
AP 14 ZQ 5969,Maruti,Brezza,2019,93450.0,Diesel,Manual,1497.0,Second,3400.0
HR 07 JX 7869,Maruti,Ertiga,2025,22828.0,Diesel,Manual,1497.0,Third,12400.0
TS 21 LI 3819,Tesla,Model Y,2014,,Electric,Automatic,0.0,Third,4000.0
GJ 71 CQ 3404,Toyota,Highlander,2018,131653.0,Petrol,Manual,4951.0,First,5700.0
GJ 23 XC 9654,Mahindra,XUV700,2010,267864.0,Hybrid,Manual,3198.0,Third,2500.0
KA 13 BF 2492,Maruti,Brezza,2023,45077.0,Electric,Automatic,,First,7700.0
AP 07 JT 9648,Ford,F-150,2019,73724.0,Petrol,Manual,2198.0,Second,7600.0
TN 90 GD 8319,Tata,Nexon,2017,118102.0,CNG,Automatic,999.0,First,3500.0
KL 15 HD 9132,Maruti,Ertiga,2011,136257.0,Petrol,Manual,1497.0,Second,2500.0
MH 98 LV 1834,Tesla,Model 3,2024,34457.0,Electric,Manual,0.0,Fourth & Above,34400.0
WB 16 CG 8168,Tesla,Model S,2018,75473.0,Electric,Automatic,0.0,Third,13600.0
KL 67 XA 8727,Hyundai,Sonata,2020,83631.0,Petrol,Automatic,1799.0,Second,6400.0
GJ 15 YT 8700,Ford,EcoSport,2011,230130.0,Electric,Manual,,Fourth & Above,2500.0
KA 69 GP 6551,Ford,Explorer,2016,152201.0,CNG,Automatic,1598.0,Third,3800.0
WB 93 WR 7002,BMW,3 Series,2024,36804.0,Petrol,Manual,2993.0,Second,31700.0
MH 21 DM 1623,Hyundai,Creta,2011,125814.0,Hybrid,Manual,1197.0,Second,2500.0
KL 88 VL 2086,Tata,Tiago,2022,58447.0,Hybrid,Automatic,999.0,Fourth & Above,9300.0
KA 53 JE 7363,Tata,Tiago,2013,140366.0,Hybrid,Manual,1497.0,First,2500.0
DL 90 XW 2843,Honda,Civic,2025,19147.0,Hybrid,Manual,1197.0,Third,14200.0
KA 95 NT 2222,Audi,A6,2014,135048.0,CNG,Manual,1998.0,Second,4500.0
GJ 50 WJ 7623,Toyota,RAV4,2017,77620.0,Petrol,Automatic,1999.0,Fourth & Above,5900.0
KA 01 KA 2941,Tesla,Model 3,2017,136840.0,Electric,Manual,0.0,Third,7900.0
DL 71 KK 2821,Mercedes,GLE,2023,36761.0,Electric,Automatic,0.0,First,27200.0
UP 64 QD 6592,Ford,Endeavour,2012,243447.0,Hybrid,Manual,2755.0,Second,2500.0
TN 20 JZ 5795,Hyundai,Tucson,2014,145921.0,Petrol,Automatic,1197.0,Second,2500.0
TN 59 GB 9192,Tata,Safari,2018,,Diesel,Manual,999.0,Third,4700.0
TN 28 DP 6210,Mahindra,Thar,2021,61268.0,Electric,Manual,0.0,Fourth & Above,9700.0
WB 24 MB 3654,Mercedes,E-Class,2010,,Hybrid,Manual,2993.0,Third,2600.0
GJ 39 BO 7825,Audi,A6,2020,67580.0,CNG,Automatic,3982.0,Second,14300.0
KA 91 GK 4411,Tata,Safari,2014,100845.0,Electric,Manual,0.0,Second,2800.0
AP 93 QP 1853,Tesla,Model S,2022,54802.0,Electric,Manual,0.0,Second,24700.0
TS 48 YH 5255,Tata,Nexon,2018,110105.0,,Manual,0.0,Second,3900.0
KA 42 TO 8029,Toyota,RAV4,2010,242743.0,CNG,Manual,1197.0,Fourth & Above,2500.0
GJ 77 OP 6554,Mercedes,C-Class,2020,63136.0,Hybrid,Automatic,1998.0,Fourth & Above,18900.0
KL 27 MX 3133,Hyundai,Tucson,2015,137304.0,Petrol,Manual,1197.0,Third,2800.0
KL 48 UP 7978,Mahindra,XUV700,2015,96264.0,Diesel,Automatic,2198.0,First,3900.0
GJ 52 SR 4812,Audi,A4,2025,10723.0,Hybrid,Manual,1998.0,Third,35000.0
MH 24 AF 7770,Toyota,RAV4,2015,195741.0,,Manual,1799.0,Second,2800.0
TN 55 RA 2170,Audi,A4,2013,238156.0,Diesel,Automatic,3982.0,Third,3700.0
TN 44 VA 1539,Mahindra,Bolero,2010,279679.0,Petrol,Automatic,1598.0,Second,2500.0
AP 74 HD 8218,Mercedes,S-Class,2016,103520.0,Electric,Manual,0.0,Third,9800.0
TS 34 BF 6731,Ford,Endeavour,2018,129334.0,Diesel,Manual,2198.0,Second,6100.0
KL 24 RC 3622,Audi,Q5,2013,196730.0,CNG,Manual,3982.0,Second,3500.0
AP 58 MU 6425,Audi,A4,2022,44497.0,Hybrid,Automatic,2497.0,First,24700.0
UP 48 AO 1009,Ford,EcoSport,2015,151041.0,Diesel,Automatic,1799.0,Third,3700.0
TN 22 BR 1167,Maruti,Ertiga,2023,34051.0,Electric,Automatic,0.0,Fourth & Above,9300.0
HR 34 RS 1566,Volkswagen,Polo,2015,155116.0,Petrol,Automatic,1197.0,Third,2600.0
MH 32 LC 1667,Audi,A6,2015,189256.0,Diesel,Manual,2497.0,Second,3700.0
WB 05 HM 9262,Ford,F-150,2020,73536.0,Petrol,Manual,3198.0,Third,9300.0
DL 51 FS 7991,Maruti,Ertiga,2019,106492.0,Diesel,Manual,1197.0,Second,3500.0
HR 97 IC 3649,Ford,Mustang,2010,187477.0,CNG,Manual,2755.0,First,2500.0
KA 19 HP 7577,Audi,A4,2024,35606.0,Electric,Automatic,0.0,Second,34100.0
UP 35 UC 4328,BMW,3 Series,2025,15949.0,Hybrid,Manual,1998.0,First,37000.0
TS 30 XM 3098,Mahindra,Scorpio,2013,181897.0,,Manual,0.0,Second,2500.0
MH 90 AT 7975,Tata,Safari,2025,14856.0,CNG,Automatic,1598.0,Third,14700.0
DL 22 WD 2028,Honda,City,2017,77664.0,Diesel,Automatic,1197.0,Third,4000.0
MH 13 SU 2721,Hyundai,Verna,2017,151823.0,Hybrid,Manual,1197.0,Third,3200.0
MH 48 WX 5117,Mercedes,E-Class,2011,200380.0,CNG,Automatic,2993.0,Second,2800.0
TN 39 YR 8915,Ford,Explorer,2012,184185.0,Hybrid,Automatic,1799.0,First,2500.0
UP 76 RN 6804,Mahindra,Thar,2023,41310.0,CNG,Manual,1197.0,Second,13900.0
GJ 43 UQ 6886,Honda,CR-V,2011,147758.0,CNG,Automatic,1497.0,Fourth & Above,2500.0
MH 03 XQ 5360,Tesla,Model S,2016,166120.0,Electric,Automatic,0.0,Fourth & Above,5000.0
TS 11 ZS 7419,Tata,Altroz,2014,179131.0,Hybrid,Automatic,1999.0,Second,2500.0
WB 82 MF 5913,Ford,Endeavour,2015,111465.0,Petrol,Manual,3198.0,Second,4600.0
DL 36 CJ 3867,Mahindra,XUV700,2023,33703.0,Diesel,Manual,2755.0,First,14500.0
AP 52 AI 6614,Audi,A4,2010,228498.0,Electric,Manual,0.0,Fourth & Above,2500.0
DL 79 CB 2382,Toyota,Fortuner,2021,63255.0,Electric,Automatic,0.0,First,9300.0
KL 12 CS 4640,Audi,A6,2017,107169.0,CNG,Manual,2497.0,Second,8400.0
TS 52 IM 2816,Tata,Nexon,2011,184065.0,CNG,Manual,1598.0,Fourth & Above,2500.0
TS 02 AS 6334,Volkswagen,Virtus,2011,193843.0,Diesel,Automatic,1197.0,Third,2500.0
WB 15 GG 7723,BMW,X5,2015,112682.0,Electric,Automatic,0.0,Second,7800.0
KA 50 LI 5713,Honda,Civic,2018,88021.0,Electric,Automatic,0.0,Second,5300.0
TN 55 WG 5112,Honda,Accord,2024,22453.0,Electric,Automatic,0.0,Fourth & Above,15000.0
TS 13 QR 8231,Audi,Q5,2015,157784.0,Hybrid,Automatic,3982.0,First,4800.0
HR 72 HO 6040,Toyota,Camry,2025,17455.0,Diesel,Automatic,999.0,Second,24000.0
GJ 50 SI 8350,Mercedes,GLC,2012,221274.0,Hybrid,Automatic,2993.0,Fourth & Above,3500.0
MH 54 RS 1679,Audi,A4,2015,129656.0,CNG,Automatic,3982.0,Second,6800.0
DL 65 KU 6127,Mercedes,GLE,2015,112500.0,Hybrid,Manual,1998.0,First,7600.0
DL 62 RC 5290,Mahindra,Scorpio,2015,101955.0,Diesel,Automatic,999.0,First,3600.0
GJ 67 II 4477,Volkswagen,Virtus,2011,170094.0,Electric,Manual,0.0,Third,2500.0
AP 60 EV 7352,Mahindra,Thar,2022,62439.0,Electric,Automatic,0.0,Fourth & Above,9700.0
KL 90 FS 2802,BMW,X5,2012,165671.0,Petrol,Automatic,1998.0,First,3100.0
TS 53 YN 1545,Toyota,Fortuner,2019,83206.0,CNG,Automatic,3198.0,First,8800.0
KL 83 OV 4456,Hyundai,Elantra,2017,138306.0,Electric,Manual,0.0,Second,2800.0
KL 74 UI 2331,Toyota,Highlander,2025,19559.0,Petrol,Manual,2755.0,Second,20900.0
DL 74 NG 5991,Audi,A4,2024,29189.0,Hybrid,Manual,1998.0,Third,29700.0
UP 18 ED 8461,Volkswagen,Jetta,2025,18970.0,Hybrid,Automatic,1999.0,First,18000.0
DL 24 BY 2142,Toyota,RAV4,2023,51009.0,CNG,Automatic,999.0,Fourth & Above,14300.0
GJ 21 PD 3521,Tata,Harrier,2010,208704.0,CNG,Manual,1999.0,First,2500.0
HR 79 IF 7639,Tata,Safari,2016,159195.0,Petrol,Automatic,1799.0,First,2600.0
HR 88 UT 1315,Audi,Q5,2015,95194.0,CNG,Manual,2497.0,First,8400.0
UP 23 CT 6570,Honda,CR-V,2021,82196.0,Electric,Automatic,0.0,First,8100.0
GJ 96 YI 5019,Maruti,Dzire,2016,82233.0,CNG,Manual,1197.0,Third,2900.0
TN 50 UM 5441,Toyota,Innova,2014,193712.0,Petrol,Automatic,1598.0,First,2500.0
HR 99 SX 3325,Volkswagen,Jetta,2013,152266.0,CNG,Manual,1598.0,First,2500.0
MH 53 UJ 1696,Volkswagen,Polo,2020,52846.0,Petrol,Manual,999.0,Fourth & Above,9100.0
GJ 22 TN 3848,Mahindra,Thar,2016,86625.0,Petrol,Manual,1197.0,Fourth & Above,4200.0
WB 75 KS 4012,Volkswagen,Tiguan,2019,117276.0,Petrol,Manual,1197.0,Fourth & Above,5300.0
AP 15 FZ 8737,Volkswagen,Virtus,2018,73781.0,Petrol,Automatic,1999.0,First,5900.0
TN 82 YZ 3870,Tata,Altroz,2014,98999.0,Diesel,Manual,1799.0,Second,2600.0
GJ 88 PA 2330,Tata,Harrier,2018,88322.0,,Automatic,1999.0,Second,4700.0
UP 03 SC 3559,Ford,Mustang,2019,117457.0,Diesel,Automatic,3198.0,Second,6400.0
AP 84 YO 1012,BMW,X5,2021,54162.0,Hybrid,Automatic,1998.0,Fourth & Above,18400.0
AP 33 QY 2296,Ford,F-150,2017,107320.0,Hybrid,Manual,3198.0,Third,5200.0
HR 66 RE 2947,Tesla,Model S,2024,35910.0,Electric,Manual,0.0,Second,34100.0
DL 17 HN 1629,Hyundai,Verna,2024,37956.0,Hybrid,Automatic,1598.0,Fourth & Above,11500.0
TS 75 JS 8939,Tata,Altroz,2024,31586.0,CNG,Automatic,1799.0,Third,12100.0
UP 80 EA 7288,Volkswagen,Jetta,2014,190624.0,Diesel,Automatic,1197.0,Second,2500.0
AP 79 ST 3528,Tata,Altroz,2012,252104.0,CNG,Automatic,1197.0,Second,2500.0
KL 79 FL 8107,Audi,A6,2016,115273.0,Electric,Automatic,,Fourth & Above,8000.0
UP 68 XG 2386,Toyota,RAV4,2013,139218.0,Petrol,Automatic,999.0,Second,2500.0
WB 90 OM 3405,Ford,Explorer,2022,33411.0,Petrol,Automatic,999.0,Third,15600.0
TN 27 QZ 9121,Audi,A4,2019,111528.0,Petrol,Automatic,2497.0,First,10600.0
MH 96 ZV 3218,Hyundai,Sonata,2025,12689.0,CNG,Automatic,1999.0,Third,15500.0
DL 04 SP 7989,Mercedes,C-Class,2020,89102.0,,Manual,2497.0,Second,14900.0
GJ 05 UL 7591,Tata,Tiago,2013,186954.0,CNG,Automatic,1799.0,Second,2500.0
KA 68 NS 6459,Maruti,Baleno,2010,145263.0,Diesel,Manual,1799.0,Fourth & Above,2500.0
MH 41 HC 4181,Mahindra,XUV700,2019,116497.0,Diesel,Automatic,3198.0,Fourth & Above,4900.0
KA 64 LB 4698,Mahindra,Scorpio,2022,37084.0,Electric,Automatic,0.0,Second,12100.0
DL 59 BG 5886,Tata,Nexon,2015,195846.0,Hybrid,Manual,1799.0,Second,2500.0
KL 56 AO 9757,Tesla,Model 3,2019,117866.0,Electric,Automatic,0.0,First,12100.0
UP 10 ZP 1558,Tata,Harrier,2017,101631.0,Petrol,Automatic,,Fourth & Above,3700.0
AP 25 IB 2202,Tesla,Model S,2021,48271.0,Electric,Automatic,0.0,First,18500.0
UP 51 VL 5077,Maruti,Brezza,2010,186268.0,Petrol,Manual,1598.0,Third,2500.0
UP 32 ZA 6103,Audi,A4,2022,36843.0,Electric,Manual,0.0,First,21700.0
TN 88 GS 7268,Hyundai,Tucson,2013,179083.0,Diesel,Manual,999.0,Second,2500.0
TN 85 OR 9855,Tata,Harrier,2011,158269.0,CNG,Automatic,1999.0,Third,2500.0
UP 27 GX 4878,Toyota,Corolla,2022,48300.0,Hybrid,Manual,1497.0,Fourth & Above,13800.0
GJ 65 BY 8077,Hyundai,Verna,2023,29186.0,Diesel,Automatic,1497.0,Third,12900.0
KA 70 XW 5622,Mahindra,Thar,2025,19094.0,Diesel,Manual,1799.0,First,19200.0
GJ 36 RK 1770,BMW,3 Series,2012,144381.0,Diesel,Automatic,1998.0,Fourth & Above,3500.0
WB 87 FE 1296,Hyundai,Sonata,2022,45271.0,Petrol,Automatic,1497.0,First,11100.0
TN 69 VV 3254,Hyundai,Sonata,2025,17685.0,Hybrid,Automatic,1497.0,Third,15600.0
UP 35 NZ 8961,Volkswagen,Jetta,2012,175385.0,Electric,Manual,0.0,Third,2500.0
TN 18 XM 2207,Tata,Altroz,2014,202452.0,Hybrid,Automatic,1497.0,First,2500.0
AP 67 MB 6417,Tesla,Model S,2019,59646.0,Electric,Automatic,0.0,First,13500.0
GJ 83 CU 8027,Toyota,Highlander,2017,78320.0,Electric,Manual,0.0,Third,5200.0
DL 82 AE 6977,Mercedes,C-Class,2013,107288.0,Petrol,Manual,1998.0,Second,6400.0
TS 30 DS 4058,Ford,Mustang,2018,94871.0,Electric,Automatic,0.0,Fourth & Above,7300.0
KL 38 VK 5223,Tata,Nexon,2011,216625.0,Petrol,Manual,1497.0,Fourth & Above,2500.0
KA 16 RA 2978,Mercedes,S-Class,2014,103404.0,CNG,Automatic,2993.0,Third,6200.0
AP 52 FF 7078,Tesla,Model S,2022,48315.0,Electric,Automatic,0.0,Third,24400.0
AP 14 ZN 3286,Ford,Mustang,2025,15374.0,Electric,Automatic,0.0,First,21500.0
AP 03 EG 6788,Mercedes,S-Class,2023,25956.0,,Manual,0.0,Fourth & Above,33500.0
WB 12 NP 2538,Honda,CR-V,2021,43856.0,Diesel,Manual,1598.0,First,7700.0
KA 27 HS 6347,Hyundai,Creta,2011,174789.0,Petrol,Automatic,1197.0,Second,2500.0
TS 89 OS 1891,Mercedes,GLE,2018,71030.0,Hybrid,Automatic,1998.0,Second,13900.0
AP 75 GN 6408,Hyundai,Verna,2024,23196.0,Petrol,Automatic,1999.0,Fourth & Above,15400.0
KL 51 RA 7131,Tata,Nexon,2017,91821.0,CNG,Automatic,1999.0,Third,4600.0
DL 01 ZU 2642,Volkswagen,Virtus,2011,240681.0,Electric,Automatic,0.0,First,2500.0
MH 89 WT 8848,Audi,A6,2015,93248.0,Electric,Manual,0.0,Second,6700.0
MH 42 HY 3684,BMW,5 Series,2016,140994.0,Hybrid,Automatic,2497.0,First,7500.0
DL 80 WF 4667,Tata,Altroz,2022,60067.0,Diesel,Automatic,1598.0,Second,9500.0
HR 89 AC 7935,Tesla,Model S,2020,88289.0,Electric,Manual,0.0,First,15100.0
KL 85 CT 9606,Audi,A6,2017,142203.0,Hybrid,Automatic,2497.0,Second,8300.0
MH 50 BO 6301,Ford,Endeavour,2010,258884.0,Hybrid,Manual,3198.0,Third,2500.0
HR 32 GV 3535,Tata,Tiago,2012,145081.0,Petrol,Manual,1999.0,First,2500.0
KA 54 XQ 1553,Ford,EcoSport,2014,208604.0,Electric,Automatic,0.0,Second,2500.0
TN 31 MZ 1566,Tata,Altroz,2019,108221.0,Electric,Manual,0.0,Second,5300.0
TN 82 PZ 5874,Hyundai,i20,2020,61181.0,Hybrid,Manual,999.0,Third,7500.0
AP 59 NE 7082,Tesla,Model 3,2014,205817.0,Electric,Automatic,0.0,Third,3900.0
WB 46 UZ 7611,Audi,A4,2023,49967.0,Petrol,Manual,2497.0,Fourth & Above,27300.0
DL 76 WY 8936,Mercedes,GLE,2012,154372.0,Hybrid,Automatic,1998.0,Second,3900.0
UP 41 KA 5621,Tesla,Model S,2018,134761.0,Electric,Automatic,0.0,Fourth & Above,7700.0
DL 76 IM 2661,Audi,A6,2014,198925.0,Electric,Automatic,0.0,Second,3400.0
GJ 44 HI 1266,Ford,Mustang,2015,170389.0,CNG,Manual,3198.0,First,3100.0
HR 64 JF 3647,Toyota,Innova,2012,140345.0,Diesel,Manual,1799.0,Second,2600.0
WB 70 UP 1947,Hyundai,Creta,2024,34714.0,Petrol,Manual,1197.0,Second,12800.0
HR 74 UL 7566,Hyundai,Verna,2019,63806.0,Electric,Manual,0.0,Second,6500.0
AP 25 VR 4955,Mercedes,GLE,2018,99325.0,Hybrid,Automatic,2993.0,Fourth & Above,11800.0
AP 52 EA 2621,Toyota,Fortuner,2024,21663.0,Petrol,Manual,2755.0,First,18200.0
GJ 52 KK 6873,Tata,Safari,2021,88973.0,CNG,Automatic,1497.0,Third,7400.0
TN 50 QO 6530,Mahindra,Scorpio,2013,234544.0,Electric,Automatic,0.0,Third,2500.0
KA 20 FI 5956,Maruti,Dzire,2014,132170.0,Petrol,Automatic,1497.0,Fourth & Above,2500.0
DL 41 PB 2040,Mercedes,C-Class,2025,,Diesel,Manual,3982.0,Fourth & Above,33900.0
GJ 83 NB 3840,Mahindra,Thar,2017,109921.0,CNG,Automatic,1197.0,Third,5000.0
HR 96 CG 5409,Toyota,Innova,2020,95041.0,CNG,Manual,1799.0,First,8900.0
HR 44 ER 5402,Volkswagen,Polo,2023,47433.0,Electric,Automatic,0.0,Fourth & Above,10700.0
TS 97 YM 9063,Honda,Accord,2021,61543.0,Petrol,Automatic,999.0,Third,7700.0
WB 98 RB 3299,Mercedes,S-Class,2010,222678.0,Diesel,Automatic,2993.0,First,2500.0
TS 68 TY 3292,Volkswagen,Virtus,2010,158441.0,Hybrid,Manual,1197.0,First,2500.0
DL 13 SX 8209,Hyundai,i20,2018,117325.0,Electric,Manual,0.0,Third,3700.0
GJ 55 XI 9563,Volkswagen,Virtus,2025,13604.0,Hybrid,Automatic,1999.0,First,16600.0
HR 14 SN 3607,Tesla,Model 3,2016,83457.0,Electric,Automatic,0.0,Fourth & Above,9600.0
KL 38 QG 2616,BMW,5 Series,2015,197535.0,Hybrid,Automatic,2497.0,Third,4500.0
GJ 98 CO 9861,Mahindra,XUV700,2010,191159.0,CNG,Manual,3198.0,First,2500.0
UP 03 NE 4859,Maruti,Baleno,2019,115071.0,Hybrid,Automatic,1598.0,Third,3700.0
DL 61 VS 1927,Ford,EcoSport,2014,125302.0,Electric,Manual,0.0,Second,3900.0
HR 60 OS 6291,Toyota,Innova,2023,35581.0,CNG,Automatic,1999.0,First,17400.0
GJ 10 RR 1651,Tesla,Model Y,2012,202577.0,Electric,Automatic,0.0,Third,2700.0
HR 48 QT 7399,Mahindra,XUV700,2024,28694.0,Petrol,Automatic,2198.0,Fourth & Above,15700.0
MH 03 VP 7530,Ford,EcoSport,2016,133754.0,Electric,Automatic,0.0,Second,4400.0
KA 71 ZR 2634,Honda,Accord,2017,129156.0,Diesel,Manual,1999.0,First,3700.0
AP 50 WY 1600,Ford,Endeavour,2022,70029.0,Petrol,Manual,4951.0,First,11000.0
DL 29 IW 9378,Honda,Civic,2024,29600.0,Diesel,Manual,,Fourth & Above,13300.0
TS 59 QT 7779,Volkswagen,Virtus,2019,101339.0,Petrol,Manual,999.0,Third,5500.0
MH 85 GD 6290,Maruti,Baleno,2016,117593.0,Petrol,Automatic,1197.0,Fourth & Above,2500.0
KA 68 PT 4647,Hyundai,Tucson,2011,226272.0,Electric,Manual,0.0,Third,2500.0
HR 62 BU 2677,Maruti,Brezza,2018,87317.0,CNG,Manual,999.0,First,3400.0
AP 69 TC 1613,Ford,Explorer,2020,100843.0,CNG,Automatic,1497.0,First,9000.0
GJ 38 IN 8750,Audi,Q7,2024,31509.0,Diesel,Manual,2993.0,Third,29200.0
KA 56 GE 6231,Audi,Q5,2010,279355.0,Electric,Automatic,0.0,Third,2500.0
MH 77 WV 3413,Mahindra,XUV700,2025,14893.0,Petrol,Automatic,3198.0,Fourth & Above,18100.0
KA 43 RL 5985,Volkswagen,Virtus,2017,83975.0,CNG,Manual,1197.0,First,4900.0
WB 95 IR 5054,Volkswagen,Jetta,2017,94597.0,Electric,Automatic,0.0,First,4600.0
HR 50 FX 3004,Audi,Q7,2022,35824.0,Diesel,Automatic,3982.0,Third,25700.0
KL 01 KA 3647,Hyundai,Verna,2021,70839.0,Electric,Automatic,0.0,First,7500.0
WB 62 MW 1959,Ford,Mustang,2013,159790.0,Hybrid,Manual,3198.0,Second,2700.0
MH 76 ZX 3054,Tesla,Model S,2018,131197.0,Electric,Automatic,0.0,Third,7800.0
WB 45 XA 7299,Maruti,Dzire,2019,107498.0,Diesel,Manual,1598.0,Second,4200.0
AP 54 NN 2277,Tesla,Model 3,2013,178272.0,,Automatic,0.0,Fourth & Above,3100.0
MH 18 VW 4607,Toyota,Corolla,2020,97457.0,Hybrid,Manual,1197.0,First,8900.0
KL 46 TX 1264,Mercedes,S-Class,2011,135809.0,Electric,Automatic,0.0,Second,4300.0
TN 79 FG 5019,Honda,City,2024,30594.0,Hybrid,Automatic,,Fourth & Above,12000.0
AP 07 DR 7287,Hyundai,Elantra,2024,24662.0,Hybrid,Automatic,1197.0,Third,15000.0
MH 82 FP 8187,BMW,X5,2014,142819.0,CNG,Automatic,2993.0,Fourth & Above,5000.0
TS 44 CX 4412,Tata,Safari,2012,154988.0,Diesel,Automatic,1197.0,First,2500.0
DL 30 CI 6917,Mercedes,GLC,2018,136597.0,Diesel,Manual,1998.0,Second,8800.0
HR 90 ZS 8503,Mercedes,GLE,2012,167259.0,CNG,Manual,2993.0,Second,3100.0
TS 37 HO 9119,Maruti,Ertiga,2024,30060.0,Petrol,Manual,1497.0,First,8300.0
GJ 62 HC 6112,Volkswagen,Virtus,2023,28620.0,CNG,Automatic,999.0,First,11400.0
MH 81 DZ 1242,BMW,7 Series,2012,162193.0,Hybrid,Manual,3982.0,Fourth & Above,3600.0
TS 98 OB 7660,Mahindra,Thar,2024,21406.0,Electric,Automatic,0.0,Fourth & Above,14900.0
MH 91 XG 1200,Volkswagen,Polo,2014,203934.0,Diesel,Manual,1497.0,First,2500.0
TS 90 AV 6348,Tata,Nexon,2011,148919.0,CNG,Automatic,1999.0,Third,2500.0
KA 41 CI 6238,Ford,Explorer,2019,109246.0,Diesel,Manual,1598.0,Fourth & Above,7200.0
GJ 19 EE 3238,Tesla,Model S,2014,103223.0,Electric,Automatic,0.0,Second,5800.0
AP 18 UA 2566,Mercedes,C-Class,2011,270610.0,CNG,Manual,2497.0,Second,2500.0
DL 30 UF 6957,Volkswagen,Polo,2012,129772.0,CNG,Automatic,1197.0,Second,2500.0
AP 87 JK 3068,Ford,Endeavour,2022,71681.0,Diesel,Manual,3198.0,Second,12100.0
UP 66 NN 4167,BMW,X3,2015,145259.0,Hybrid,Automatic,1998.0,Fourth & Above,5200.0
KL 81 HI 6906,Mercedes,E-Class,2011,232785.0,Hybrid,Manual,3982.0,Fourth & Above,2900.0
AP 48 KS 2086,Ford,Endeavour,2025,18728.0,Petrol,Automatic,4951.0,Second,26400.0
HR 61 ZL 4590,Mercedes,GLE,2022,72896.0,Diesel,Manual,3982.0,Fourth & Above,20500.0
TS 27 RS 7680,BMW,X5,2021,52475.0,Hybrid,Automatic,2993.0,Fourth & Above,21000.0
TS 61 CF 8498,Ford,Endeavour,2020,94492.0,Diesel,Automatic,2755.0,Fourth & Above,8400.0
HR 53 RK 9195,Volkswagen,Virtus,2016,157682.0,Diesel,Automatic,1197.0,Third,3100.0
KL 76 UH 9951,Tesla,Model Y,2017,133292.0,Electric,Automatic,0.0,Second,7400.0
GJ 84 GW 8567,Volkswagen,Polo,2023,31327.0,CNG,Manual,1598.0,First,14300.0
MH 99 AD 5487,Honda,Civic,2017,78306.0,Electric,Manual,0.0,Fourth & Above,3800.0
DL 16 ED 5677,Maruti,Ertiga,2023,53271.0,Petrol,Manual,1999.0,Fourth & Above,7300.0
WB 22 MW 5858,Tata,Harrier,2019,,Diesel,Automatic,1197.0,Third,5500.0
